id,name,education,place_of_origin,aliases,identity
cca968dd-208d-4077-ab14-8282b797be1b,John Jameson,"College educated, NASA astronaut program graduate, Master of Science degree in Aeronautical Engineering","New York, New York","Vanwolf, Skywolf, Stargod, Man-Wolf",(Man-Wolf/Stargod): Secret
394892b2-c3ac-43b6-8083-218fe196a2b5,Mysterio (Daniel Berkhart),High-school level,unrevealed,"Jack O'Lantern, Mad Jack,",Known to authorities
8a181394-0c69-43f2-a661-1eb91a9e3a3d,Master Chief,null,null,null,null
d089f294-a95e-4446-9a88-4abdde5081b8,Human Torch (Jim Hammond),N/A,null,Jim Hammond,Secret
eb7386af-f9c5-4d10-bfc9-46c795d63fb0,"Bob, Agent of Hydra",Hydra Training,Unknown,null,Known to Hydra
9ab3138b-8f74-4aa9-b1fb-53e4a900c658,Death,Inapplicable,Inapplicable,"Mistress Death; formerly the Unknown, Death Ryder, Marcia Lang, the Little Man, X-8-8, Carlos Muerte; allegedly Mister Death, Madame La Morte",Inapplicable
5e82ce1a-f072-4e46-abb4-2c3be23879f0,Typhoid Mary,null,"New York City, NY","Mary Mezinis, Bloody Mary I, Virgin Mary",null
76b058fe-6101-4a3f-99dc-7924393b1b76,Ultimatum,null,null,null,null
7e403063-6b16-4bf4-add4-e361f6bf756e,Meggan,No formal schooling; self-taught from watching television,"Near Fenborough Station, London, England",Goblin Princess,Secret
e305eaad-3fb8-4fb6-8a0e-cc315812b8a4,Exodus,Unrevealed,Unrevealed,"Paris Bennet, impersonated Magneto",Secret
9b274eac-0d49-4011-97fd-b990a0e20817,Living Mummy,S.H.I.E.L.D. covert operations training,"Swarili Nation, Northern Africa","The Mummy, ""Captain Ace Bandages""",No dual identity
62d685a3-5cb0-4878-ada5-f14eb5bf9c1f,Werewolf By Night,High school graduate,"Medias, Transylvania","John Doe, Russ Jackson, Werewolf by Night, Wildman of Borneo",Known to limited number
d3ab0bac-850f-48a3-ac10-22d13e1af184,Jule Carpenter,"College dropout, federal agent training","Los Angeles, California",Spider-Woman; considered using Ariadne,"Secret, known to certain government officials"
887e8690-b1ca-4e4e-b3a1-a52894f293d1,Ghost Rider (Daniel Ketch),High school graduate,null,None,Secret
dd5fbacd-53ad-410d-877a-8126809d022d,Goliath (Bill Foster),"Ph.D. in Biochemistry from California Technical Institute, D.Sc.","Watts, Los Angeles, California","Giant-Man, Black Goliath",Secret
3e10d5ca-852e-4426-a0eb-0967030a103f,Rhodey,null,null,null,null
721458de-c738-4c8a-9c47-1bba0c8111bf,Blonde Phantom,null,null,null,null
c89f831e-3e90-4fc1-8458-bdfd982b160c,Electro (Ultimate),Unknown,Unknown,null,Known to authorities
f2dc00d2-7d43-4b71-a7bb-4e2a484652f1,Karen Page,Unspecified undergraduate degree,"Fagan Corners, Vermont","Paige Angel, various acting roles",No dual identity
2e68e49a-3ce0-405b-a573-05e8130f66cb,Owl,null,null,null,null
84888a4c-38a6-4c15-9ae5-e807934bf0a1,Gorgon,null,"Island of Attilan, Atlantic Ocean",None,Secret
6db724f9-8175-43de-b5c6-1d71002c172e,Lady Bullseye,Unrevealed; extensive martial arts training,Japan,Maki Matsumoto,Secret
254e8655-0c42-410e-86d6-1e9eef46730e,Red Ghost (Ultimate),Unrevealed,"Leningrad, Russia",None,Secret
f6fcdd91-c9a1-4ed4-ba95-088440bbbbed,Mastermind,null,null,null,Secret
5c4a61d1-e547-422a-86b4-bd445452dbe8,Toad Men,Unrevealed,"York, England",The Terrible Toad-King,Secret
ee5b8dbd-f06a-49de-a0c0-9756d532a3b9,Two-Gun Kid,11th grade,unknown,null,secret
1eb6d999-fd65-420a-903d-fec0beae9750,William Stryker,Unrevealed,"Phoenix, Arizona",None,Secret
fa309a72-0c77-4009-9bad-7211c3efbfbc,Sentinel,Inapplicable,Created in New York,None,Inapplicable
7dd1a4df-e583-4584-918f-e9d750fda74f,Fat Cobra,"Unrevealed, but with all of the places Fat Cobra has lived, it is probable he's been taught a great number of things about a great number of subjects",Peng Lai Island,None,Known to many throughout the world and beyond the stars
6529d03a-b84e-45cb-a7de-00d53898a9d3,Gorilla Man,Unrevealed,Unrevealed,None,Secret
b1eef43f-76ce-48a1-928b-5e4540d15217,Terrax,null,"City of Lanlak, planet Birj","Terrax the Tamer, Tyros",No dual identity
f33ce054-7832-4096-879f-dc2e74ac5875,Joseph,Unrevealed,"Orlando, Florida","Blackwing, Joe Manfredi, Joe Silvermane, Guiseppi Manfredi",No dual identity
0b267303-c6fc-465d-82e6-700ac5f2c703,Surge,Currently in high school level classes,"Tokyo, Japan",None,Known to certain government officials
12a8d994-f691-49f2-81ef-20251dce2c11,Paladin,Unrevealed,Unrevealed,Paul Denning,Secret
cc8ab5e0-7125-45fb-950c-25833a40c5bf,Justice,College studies in progress,"Saugerties, New York","Marvel Boy, Marvel Man, Manglin' John Mahoney, the Astounding Astrovik, Superhuman Penitentary Prisoner 344678, Squire Justice, Super Tights, Vance Astro",Publicly known
2382c12d-c09b-4d80-8cbe-46e1f92d4422,White Queen (Adrienne Frost),Unrevealed,"Salzburg, Austria",None,Secret (known to some government officials)
81563260-6ce0-44d9-9e51-d052651803c9,Namora,Graduate of Atlantean education system,Unnamed Atlantean outpost,"Sub-Mariner, Avenging Daughter, the Sea Beauty",Publicly known
c341ef53-af2f-48bc-aa98-21762716e877,Beyonder,Mentored by Kubik,Created in the Beyond,"Kosmos, Cosmos; formerly the Beyonder, Frank",No dual identity
c5891e6b-f353-4e9a-8427-28d4d9ef3eb8,Ronan,null,null,null,null
3e5df28a-027e-4f6e-bcd6-3c03dc177c8e,Grey Gargoyle,Unrevealed,"Fontainebleu, France",Paul St. Pierre,Publicly known
bd2e4ae7-2de4-49b7-a7c6-05b27e63854d,Secret Warriors,null,null,null,null
38b37fdb-7eae-4dec-a5e6-f2b6e8a3c2b1,Dracula,Tutored by finest instructors of the 15th century; extensively self-taught,"Schassburg, Transylvania (now Sighisoara, Romania)","Count Dracula, the Devil, Dr. Vlad, Dragon, Drake, Justin Drake, Father Death, the Impaler, Kaziglu Bey/Impaler Prince, Prince of Darkness, Vladimir Tepesch, and Lord of the Damned, Undead, and Vampires",True nature disbelieved by general public
8858af5d-0a2a-4555-a3af-d00d5fbec417,Cosmo (dog),Unrevealed,Possibly Russia,None,Secret
482cf9d9-4c6b-4af2-a3b3-8fb8b8d5f39f,Arsenic,High school student,"Los Angeles, California",Gert,Secret
078a997a-d949-4d97-b99d-02c124ca69e1,Princess Powerful,Junior high school dropout,"Los Angeles, California","Bruiser, Princess Powerful",Secret
4de63fd8-e275-41bc-9fca-d045cfc7d3a9,Old Lace,null,null,null,null
af3c94db-e147-4272-b9fd-eca13bf45f23,Hellcat (Patsy Walker),"High school graduate, extensive studies of supernatural lore, notably demonology, and assorted childhood modeling classes","Centerville, California","Patricia Walker Baxter Hellstrom, Patsy, Pat, Red, The Girl Who Could Be You, America's Sweetheart, Double Clawed Cat Full of Red Hell Fire with her Head Against the Wind and Comes not Quietly from the Great Sea Road, Patsy Hellstrom, Patsy Baxter, Marie Antoinette",Publicly known
139a5cfd-b195-462d-8909-817dc48240c2,Darkstar,Military training; KGB intelligence training,"Minsk, Byelorussia",None,Known to Russian government officials
66207f55-f2fb-4f38-baf9-b60a649bed0d,Red Wolf,null,null,null,null
c47026cd-15b6-471e-aaf3-a59338191424,Ben Urich,NYU degree in journalism,null,none,Publicly Known
56e04d30-3007-4c6d-b18c-769409260f3c,Kat Farrell,Graduated from Notre Dame with a degree in journalism,Unrevealed,None,Publicly known
568af9dc-5363-454f-9fc3-70e6582dbbd7,Patch,null,null,null,null
c8f548c9-9f6f-429c-814c-5377f8d3b79b,Ulik,Unrevealed,Nornheim (subterranean realm of Asgard),"""Ulik, the Unstoppable Troll""; ""Ulik, the Unconquerable Troll""",The general populace of Earth is unaware of Ulik's existence
acf9837a-38cd-446a-92c2-fa7a4bc85ce8,Wrecker,Unrevealed,"New York City, New York",None,Publicly known
beb91a78-ee91-4b14-92e4-be67ff11af3e,Cloud 9,High school graduate,"Evanston, Illinois","""Ms. Freak-out,"" ""Head Case""",Known to authorities
b7c44e48-5325-4ed5-8fd5-1ca4a41dd122,Firestar (Ultimate),"High school, plus Massachusetts academy classes, university graduate, now a graduate student majoring in Art History (Marvel Divas #1)",Unrevealed,"Lady Comet, Angel","Secret, but known to certain government officials"
293cbaec-b0bf-4ffb-a037-e822b1c47c93,Gravity,College Student,"Sheboygan, Wisconsin",None,Secret
971d3e8a-c8ff-4404-9255-63b5e0861830,Hardball,Unrevealed,"Unidentified suburb of Los Angeles, California","""Blondie""",Known to authorities
5ee31948-bd37-4f4a-b242-e17db030cbf0,Thor Girl,Unrevealed,"Nucleus of Hope, unidentified galaxy","The Designate, the Supreme, Tara Olson, Hammer Girl, Thorita, Hammerette, Thor Lass, Asgard Lass, Thoretta, Hammer Lass, the Destroyer; Spirit of the Jewel (in alternate future)",Known to authorities
d6b0736d-3d94-4482-b44d-35da66ee08d4,Ka-Zar,Incomplete primary education,"Castle Plunder, Kentish Town, London, England",Lord of the Hidden Jungle,Publicly known
96f7daa7-b037-48ce-b453-0a41c95636a4,Randall Flagg,null,null,null,null
f2041353-61b3-448b-b3fa-d090e3417f5b,Vindicator,High-school graduate,"Calgary, Alberta, Canada",Formerly Guardian,Public
7330e8dc-15d0-4fbc-be5e-d1f580618f49,Iron Fist (Bei Bang-Wen),null,null,null,null
eb3067a8-3c5d-4f3f-a727-c7a27154264f,Roland Deschain,null,null,null,null
11c753b7-2768-48b6-8bb1-3335ec392da3,Gladiator (Kallark),Unrevealed,Unrevealed planet in the Shi'ar Galaxy,None,Secret
10a6899d-1bfe-4f0c-bf04-683c071d75ef,Loa,null,null,null,null
23f24dbd-9cc7-4e27-8db5-0436d91e0357,Titania,High school diploma; trained by the Fallen One (Tryco Slatterus),"Denver, Colorado",Skeeter,Publicly known
195d8cad-a639-47ab-9c98-c63fd98c0469,Frankenstein's Monster,Self-educated,"Castle Frankenstein, Ingolstadt, Bavaria, Germany","Adam, Frank, ""Frankenstein,"" Frankenstein Monster, Handsome, Monster of Frankenstein",Existence disbelieved by general public
d4920ff6-62fc-41c0-a0eb-432638dfa949,Nighthawk,Unrevealed,"Mamaroneck, New York",None,Publicly known
4d91e824-5804-47df-83c1-a10a8d918061,Doctor Spectrum,null,null,null,null
11a43839-e3ec-4090-b875-bf354f385094,Living Tribunal,"Unrevealed, perhaps inapplicable","Unknown, perhaps inapplicable",None,Known to other cosmic entities
7e3b8e6e-85be-4d54-bb07-a438d5538bbd,Shaman,null,null,null,null
1002565d-09f2-48cb-8e98-aa4200d83570,Snowbird,"Tutored by Michael Twoyoungmen, trained as an RCMP colonel","Near Resolute Bay, Northwest Territories, Canada",Formerly Anne McKenzie-Thompson,Secret
3169ae0f-d130-45f1-9f41-4af486915cba,Gargoyle (Yuri Topolov),Unrevealed,"Christiansboro, Virginia",Formerly Molasses,Secret
2b866bbf-20ad-4d41-a699-a565b38c6a9c,Frog-Man,null,null,null,null
9483f305-f079-44f0-ad34-3a40811cf59a,Fixer (Paul Norbert Ebersol),Unrevealed,"Dayton, Ohio",Techno,Publicly known
aabb4fd4-3e61-4214-8503-b44d420fc99b,Umar,Inapplicable,Faltine Dimension,Umar the Unrelenting,No dual identity
938c0417-23d7-42f2-b75a-df858cde72b4,Mercury,null,null,null,Secret
1e641894-87ec-4f9a-b523-ed95e942eee5,Rockslide,null,null,null,null
3d18d074-8ddc-4505-83e9-a1aa824c5219,Mac Gargan,High school graduate,"Yonkers, New York",Spider-Man; formerly Scorpion,Publicly known
d6e6629b-4dec-4746-b627-e5856292fc58,Azazel (Mutant),Unrevealed,"Isla des Demonas, Caribbean Sea","Beelzebub, Satan, Duma, Keriel, Mastema, Beliar, Gadreel, numerous others",None
2d4fa6eb-7e4a-41f6-bce7-1280c968bf42,Riptide,null,null,null,null
f8aae0aa-c061-4387-b50c-d0d6fc54e78c,Silver Samurai,Unknown,"Tokyo, Japan",None,Publicly Known
95b35705-ab89-4322-a664-c2802c7d1f83,Wild Child (Age of Apocalypse),Unrevealed,Canada,"Weapon Omega, Wildheart","Secret, known to Canadian government officials"
82131f56-9778-4dea-a2cd-872245babf4e,Nebula,null,null,null,null
03def288-0b78-48cd-9a88-7e24378da6da,Stranger,Unrevealed,Unrevealed,None,Unknown to the general public
32a2fc37-8c14-4220-ba50-b8144e2744e4,Blue Marvel,Adam holds a PhD in Electrical Engineering and Theoretical Physics from Cornell,null,"Blue Bomber of Battle, Magnificent Master of Might, Man of Marvels",null
d4e8f54b-2674-48e4-afcf-316287ea43b3,Jimmy Woo,"FBI training, U.S. intelligence training","Cheverly, Maryland","Jimmy Woo, Woo Yen Jet, Master Woo, Khan of the Eternal Empire",No dual identity
23f2acc2-6b27-4fcd-a386-c6f3cf1c04a0,The Watchers,null,null,null,null
3d63e552-50a2-4f19-b762-a6360a1440f1,Ender Wiggin,null,null,null,null
0addb92c-a068-41a0-a447-c89c3f3323aa,Alicia Masters,B.A. in Fine Arts,"New York City, New York","Alicia Reiss (birth name); the name Alicia Masters-Storm was used by Skrull impostor Lyja, but was popularly believed to have been used by Alicia",Publicly known
f68b96a1-2706-41bf-a7eb-7d12f5cd0f48,Nomad (Steve Rogers),High-school dropout,"Clutier, Iowa","Bucky, Scourge","(in 1950's) Secret, (current) publicly known"
909c6bec-6b59-4ff2-9718-605f18b429c8,Empath,null,null,null,null
256dc81e-358e-4e87-8e39-94db19f68ff1,Lila Cheney,Unrevealed,Unrevealed,None,No dual identity
42fe922b-68a5-494c-a5d2-ec921dc6cf27,Aurora,Madame DuPont's School for Girls,"Montreal, Quebec, Canada",Once mistaken for Danielle Belmonde,Secret
28b43d56-36c5-4a26-9e02-261e6bd5876a,Ares,Tutored by Olympian scholars,Olympus,"Mars (Roman name), John Aaron, Mr. Talon, Warhawk",Known to S.H.I.E.L.D. authorities
7987ba0b-8d80-45ac-bea8-4bdd0ebba5d3,Reaper,High school graduate,"Paterson, New Jersey",None,Publicly known
19e40a4f-097f-4306-991a-1a7761b66f19,Sugar Man,Unrevealed,Unrevealed,Sugar Man,Secret
a4d63960-a93a-4193-b058-1a9faba9e35f,Barracuda,Unrevealed,Unrevealed,"Barracuda, Cap’n Barracuda, “One-Eye”",Known to authorities
c018e5db-f6ae-4517-ba2d-b17893225d5b,Zzzax,None,"Consolidated Edison nuclear power plant, New York City",Thunderbolt Ross,No dual identity
032e96cc-756e-44c9-b6d9-03738c49ba76,Super Hero Squad,null,null,null,null
15779349-af93-4413-a118-f876c526a84e,Thaddeus Ross,null,null,null,null
79e22a06-bbe0-499d-a16d-278d1ff83004,Unicorn,Unrevealed,"Bratislava, Slovakia",None,Secret
7628d2f5-aa7c-4d99-8a64-773eb1d229d2,Pet Avengers,null,null,null,null
59a25a26-dd15-44ce-961b-62bc0bcc7d90,Moonstone,Ph.D. in Psychology,"Van Nuys, California","Meteorite, Kate Sorenson, Ms. Marvel",Publicly known
1a2cdf0f-b6c4-4500-8117-d69a86c0cf1c,Bride of Nine Spiders (Immortal Weapons),Unrevealed,Unrevealed,None,Secret
6496e5b4-e0c4-445d-a76b-674528920bff,Dog Brother #1,Unrevealed,Possibly Hong Kong,None,Secret
e4d0f820-4606-4702-8dfa-71819be1c91c,Tiger's Beautiful Daughter,Unrevealed,Unrevealed,None,Secret
b6868706-3b4b-4e9b-b1ee-451f3ac2e347,Impossible Man,Unrevealed,"Poppupoopu, Poppup","Impy, Ottoman; impersonated Bridget O’Shaughnessy and innumerable others",No dual identity
c431aa75-e146-4424-8d82-d2bf4ec90019,Edwin Jarvis,University graduate,"Brooklyn, New York City, New York",Crimson Cowl,Publicly known
3ec99504-71f5-4300-bf94-e25748cadbdb,Rick Jones (Ultimate),High school dropout,"Scarsdale, Arizona","A-Bomb; formerly Bucky, the Hulk",Publicly known
51ed6b0e-0c4b-4055-a7ee-8623489fe50f,Tyrannus,null,null,null,null
ecab8100-028f-4d19-9403-150b8dfdc730,Mr. X,Unrevealed,Unrevealed,"""The Best There Is""",Secret
63d6005a-8410-4211-8fe5-74bf5769206d,Wraith,Police academy graduate,"Mew York City, New York",None,Publicly known
c0009cd9-e7c7-4739-96c8-91102c8e8020,Mentallo,Unrevealed; S.H.I.E.L.D. training,"Watford City, North Dakota",Think Tank,Known to the authorities
d9d8744c-be7d-460f-b440-cb87a98d5e9f,Angel (Thomas Halloway),null,null,null,null
db7ee683-d328-4a0d-8c1a-63d7019c31d4,Toro (Thomas Raymond),N/A,null,Human Torch,Secret
52497074-c0fd-4efa-b1bb-23773cc1d3ce,Henry Peter Gyrich,University graduate,"Pittsburgh, Pennsylvania",Bad News Pete,None
a439db05-b2e4-4ffb-b7fc-c57a3d093f8d,Box,Presumably has a college degree,"Moosejaw, Saskatchewan",None,Secret (known to certain members of the Canadian government)
0fa8ab50-7a7e-4d18-8155-56643a499ca1,Crule,Unrevealed,"Unrevealed, possibly northern Africa",Krule,Secret
304300a9-2be4-475c-9ace-9fc4538205a6,Ink,null,null,null,null
2ab77f09-2f75-42dd-88c7-77fd8efeab2f,Ser Duncan,null,null,null,null
0d11f647-f17d-4e78-88e5-483b29be1fec,X-Cutioner,null,null,null,null
2d731cc7-0568-4f91-89c8-34b0b9806c9b,Zaladane,null,null,null,null
15e679d9-23b1-45f0-a6a2-6a5d2b380c42,Psycho-Man,Unrevealed,Traan,None,No dual identity
57511811-36d4-42fd-8a07-91532a430fc3,Sersi,Unrevealed,"Olympia, Greece","Mesmer, Sylvia Sersi, Circe","Publicly known, though few believe she is an Eternal"
4bbd6975-366d-48d0-bcb2-adc0df24c9a8,Baron Strucker,University graduate,"Strucker Castle, Bavaria, Germany",unrevealed,No dual identity
6bb1180e-6eb7-417a-8907-fdd9d4408103,Christian Walker,null,null,null,null
cf79c98d-e964-4361-bedc-14a716458fd6,Retro Girl,null,null,null,null
1bfcae4e-cb5c-4b97-a80d-57273fccb12f,Komodo (Melati Kusuma),null,null,null,null
9b148f20-e98e-4f49-ba31-e952345f1acd,Beast (Earth-311),Ph.D. Biophysics,"Dundee, Illinois","Formerly Kreature, Mutate #666",Publicly known
8d4b5284-d94d-4bfd-bcf5-5fcda7b03a40,Cyclops (X-Men: Battle of the Atom),"College degree from Professor Xavier's School for Gifted Youngsters, post-graduate courses","Anchorage, Alaska","""Slim""; formerly Slym Dayspring, Mutate #007, Erik the Red",Publicly known
6521cfef-5ebb-4013-9cb0-d1d5075b2a38,Moira MacTaggert (Ultimate),PhD in genetics,"Kinross Estate, Scotland",Last name frequently misspelled MacTaggart,No dual identity
3e4caf68-4817-4b4e-b19b-c95920b66a5f,Meteorite,null,null,null,null
cfdbb017-9399-411e-b539-b69abde9f279,Jackpot,Unrevealed; possibly received some training from the Initiative,Unrevealed,Sara Ehret,Known to authorities (as Alana); registered under the Civil War|Superhuman Registration Act as Sara Ehret
033e1dce-d8f2-419e-8e99-8b4a249fc0e1,Sauron,Unrevealed,Unrevealed,None,Secret
259231e7-4a2b-4f3d-b902-71ae8949d0ad,Ozymandias,null,null,null,null
719ff49a-3409-46fe-a897-ac7df028ecae,Deathcry,Unrevealed,Shi'ar Empire,None,Secret
96fac094-b5f1-4ad1-946a-fbbe4166c056,Swordsman (Jaques Duquesne),Unrevealed,Unrevealed,Fenris,Known to authorities
41ab18e8-4ccc-42e7-9834-4b229be0777e,Yellowjacket (Rita DeMara),Unrevealed,Unrevealed,"Henry Pym, Yellow Jacket",Secret
141c2b96-5584-4839-81d7-4328c31edb7f,Donald Blake,null,null,null,null
bcb5832b-d2f2-4ef3-9f64-11f99a13bde9,Valkyrie (Ultimate),"BA in Women’s Studies, Vassar College","Manhattan, New York City, New York","Samantha ""Sam"" Parrington, Sammie, Brunnhilde",Secret
a729b29e-5937-4df0-b6a4-5dc4179e9ad5,Annihilus,Unrevealed,"Planet of Arthros, Sector 17A, Negative Zone","The Living Death That Walks, Lord of the Negative Zone",No dual identity
304daf6f-c07d-4b04-a1f7-2553315db144,Harry Osborn (Ultimate),College degree,"New York City, New York",Formerly the Green Goblin,Publicly known
78c17654-7b8d-42c4-ad6a-652f6462f2b9,Gauntlet (Joseph Green),Unrevealed,Unrevealed,None known,Unknown to the general populace of Earth
2e73d163-0c6e-4d14-815d-c42ca60b5c9e,Hulkling,High School Student,Skrull Throneworld,"Theodore ""Teddy"" Altman",Secret
37870427-98c9-4263-86f2-367b0ff98d99,Patriot,"High School junior; The Bronx High School of Science, ""Bronx Science""",Unrevealed,None,Secret
da9ef7c6-dd30-4eb8-bd9f-f7a31c4b5584,Speed,High school,"Cresskill, New Jersey",None,Secret
271c3f2a-340e-49f8-8519-6532c933c6fa,Stature,Currently attending high school,null,"Cassie, Giant Girl, Ant-Girl",Secret
7b5403a1-7535-4557-9905-a4cf2ed1591f,Mariko Yashida,Unrevealed,"Agarashima, Japan",None,No dual identity
01044e53-5a60-4c54-bba0-b8abdd1c9b2a,Hobgoblin (Roderick Kingsley),College educated,Unrevealed,None,Known to authorities
15d78767-0541-41e5-809e-e1abfb779e82,Spencer Smythe,null,null,null,null
825dcacc-1631-4ee9-b6dd-4155de3af835,Redwing,null,null,null,null
1e56ad34-0d16-4be7-8067-cddf2586e53f,Speedball (Robert Baldwin),null,null,null,null
2cea4755-64b6-46d2-957b-43214beccf06,Nitro,Degree in Electrical Engineering,"Scranton, Pennsylvania",None,Known to legal authorities
c1c10cb8-bc6b-4a62-bcb5-629597664712,Doctor Faustus,null,null,null,null
a431ddb1-fc28-4a34-b964-1c54f6ee691a,Hellion,Currently in high school level courses,"Beverly Hills, California",None,Secret
001ac2bd-de9f-4867-8f49-15b744fc8d41,Man-Wolf,null,null,null,null
77871f33-4165-4b8a-829c-f20a61a9a9bc,Moondragon,"Scientific, spiritual, psionic and physical training at Shao-Lom monastery on Titan","Los Angeles, California","Madame MacEvil, H.D. Steckley, Priestess Selene",Secret
a623eb92-26f1-4c81-ad0d-c1208c3e52db,Tempest,null,null,null,null
31e6d9d2-7fb8-46c4-99ee-c0140d971242,Hitman,null,null,null,null
ff98f68c-4b7d-4db9-ba37-581756ae610e,Deviants,null,null,null,null
1ad2aac7-3c48-4d4c-8047-d778530eb9e4,Puppet Master,Unrevealed,"Dragorin, Transia",None,Publicly Known
a1f72deb-66c8-47a3-b87d-0f2bbadbfbf4,Xorn (Kuan-Yin Xorn),Unrevealed,"Xianjiang Uygur, China",(Kuan-Yin) posed as Magneto before being killed; (Shen) None,Secret
7b018aa5-33ab-4f1a-a5ee-7ba2cd626b9b,Amora,Extensive studies of arcane arts,Asgard,"Christine Collins, Helen Eve, Amora Incantare, Amora Lorelei, Leena Moran, Valkyrie","Secret on Earth, public in Asgard"
9422264c-50c3-4f85-a6cf-e687d45fe128,Crimson Dynamo (Iron Man 3 - The Official Game),Masters degree in electrical engineering,Russia,"""The Crimson Dynamo""",Publicly known (Deseased)
d95ecf31-bc8b-437d-aae1-dd48160d060f,Diablo,Unrevealed,"Saragossa, Spain",None,Publicly known
42cc626c-8a29-4bf7-b91e-5b803c857f6e,Proudstar,High-school dropout,"Camp Verde, Arizona",None,Secret
e3286e5d-e9a3-4a3f-8061-a8092c15b109,Hairball,null,null,null,null
9c4e5a4c-8bd7-421f-bcd0-4fe4bc8b26d9,Korg,Unrevealed,Unrevealed,None,No dual identity
a6fccc7f-a594-4ce8-97c1-163cb1352b72,Maelstrom,Advanced training in Inhuman and Deviant genetic sciences,Unrevealed,"Malcom Stromberg, The Cosmic Assassin, Anomaly II",The general populace of Earth were unaware of Maelstrom's existence.
481cd1e7-f8d0-4c1b-b360-3462d1845b69,Quasimodo,Programming,Unrevealed,None,Secret
75cfc80e-a40a-4195-80ee-3d5f4e6fcbd1,Killraven,null,null,null,null
d1c4ee7a-bfd8-4f7f-b23c-f3388ef42aac,Paper Doll,Unrevealed,Unrevealed,None,Secret
719c0f02-bf23-4d9f-afd6-87b88320f928,Chameleon,Unrevealed,Russia,"Dr. Ashley Kafka, Dr. Turner, J. Jonah Jameson, Torpedo, Rick Jones, Dr. Henry Pym, Peter Parker, Captain George Stacy, Dr. Robert Bruce Banner, General ""Thunderbolt"" Ross, Captain America, Kraven the Hunter, Spider-Man, Professor Newton, others",Secret
02c22fe0-ddb0-4dfc-a28b-748dd30ff603,Hypno-Hustler,High school (incomplete),"Corona Park, New York",None,"Known to authorities |occupation = Unrevealed; former thief, night club performer"
8ccdf52c-d0c5-4c48-bbaf-181f07b5572e,Lily Hollister,null,null,null,null
0380a996-82be-4d05-b872-0c8344540367,Menace,Collage graduate,"St. Albans, Queens, New York","Menace of Manhattan, Grey Goblin, Mock-Goblin",Secret
63f48170-90a0-4492-a713-23d65728de3d,Freak,High school drop out,"Brooklyn, New York, New York",Armadillo Man,Secret
1eddc4da-8e93-4881-a881-d92a7fc1c8f4,Vermin (Edward Whelan),Unrevealed,Unrevealed,Vermin,Secret
d9037964-fe73-491b-8230-a2c777231644,Elixir,Currently in high school level courses,"Flushing, Queens, New York",None,Secret
94b3adf7-4a8b-4e40-811d-e55dca4cf270,Namorita,Unfinished college degree,Atlantis,"Kymaera, Hard",No dual identity
173ba516-92b6-41f9-b905-284998c63032,Black Tarantula,Graduate degree in business administration,Argentina,"""Deathless One""",Publicly known
b9b84657-49b2-428e-a482-0f6075de5485,Dakota North,Unrevealed,Unrevealed,None,Publicly Known
0f8535a4-09ad-4a41-b753-13be3b790552,John Wraith,null,null,null,null
606fd344-f314-472d-917c-2d482371659b,Bushwacker,"Unrevealed; seminary training, military training",Unrevealed,None,Known to authorities
5f1d098e-3c86-49b0-bd4a-62240af6b921,Rawhide Kid,null,null,null,null
bcfe12e3-1ed6-4f19-b857-33fbecee9353,Spider-Woman (Mattie Franklin),null,null,null,null
bcdae8cd-360a-4f75-8211-d0c919ef930c,Kree,null,null,null,null
c1b1112d-d907-41f5-b4e3-fde86bb3e219,Mongoose,Unrevealed,Unrevealed,None,Secret
b95c15ee-d1de-4c03-b2a5-105d58ae2480,Slapstick,Currently in high school,Unrevealed,None,Secret
d27bf0ea-9492-47c7-a150-c946e5c3d4e1,Starfox,Unrevealed,"Titan, moon of Saturn",Knave of Hearts,True identity unknown to general populace of Earth
2950d101-1fd0-41cc-ab20-52f21e33d13f,Shi'Ar,null,null,null,null
1eebbf84-7e46-4387-98cd-90f5256806eb,Bulldozer,"Unrevealed, military training","Topeka, Kansas",None,Publicly known
3aa783f7-81a7-40d0-9612-ba7a8748e1b1,Piledriver,Unrevealed,"Brooklyn, New York City, New York",None,Publicly known
9735a8d7-a425-4c8e-87db-e520f93b17a9,Thunderball,Ph.d.,"Buffalo, New York",None,Publicly known
73e5b9a0-1090-4cda-bc9b-472cf0e0fed3,Black Knight (Sir Percy of Scandia),"Master's degree in physics, incomplete doctoral work","Gloucester, Massachusetts","The Pendragon, Gann Josin, Eobar Garrington",Secret
b7cc14c9-e257-4e96-ab6d-636b2fe4998e,Thundra,Military schooling,"Greater Milago, Midwestern Republic, United Sisterhood Republic, Earth-715",None,No dual identity
1da16647-f20b-4b98-b6da-2f1c45160396,Zarda,null,null,null,null
d929660d-bdde-42ec-bc76-4e96450132b9,The Hood,null,null,null,null
6ec6ce0c-d1db-4b0b-bd74-43f104c6550e,Scalphunter,null,null,null,null
a1c01530-068e-42c6-a047-90a015ae67af,Scorpion (Ultimate),High school educated (incomplete),"Lowtown, Madripoor","""Carm"", ""Greenie""",Secret
102459dd-c9f7-48e9-bd5a-98bfc3eea2fa,Bengal,null,null,null,null
22472d4c-1da0-4692-afba-736f41306576,Constrictor,unspecified college degree,"Racine, Wisconsin",None,Known to authorities
b521ea24-d66f-4e27-a124-4fc199a28b45,Rage,Currently student at Oatridge School for Boys,"Brooklyn, New York",Blacksmith,Publicly known
